scale,dimension,sim_hedonic,sim_eudaimonic,delta
PI-WSUR,Central tension,0.14705681102912194,0.10184183590161433,0.045214975127507606
SIAS-6,Foundational claim,0.10628987298149006,0.05848651789475057,0.047803355086739496
SIAS-6,Evaluative criterion,0.21612787919246035,0.14903989266371886,0.06708798652874148
SIAS-6,Time horizon,0.29068404191826214,0.12902746028867607,0.16165658162958607
SIAS-6,Adversity,0.1538297875047937,0.08505435477035783,0.06877543273443587
SIAS-6,Measurement proxies,0.3212236838118485,0.26170620579099135,0.05951747802085716
SIAS-6,Central tension,0.15184304733045273,0.10566544730090965,0.046177600029543076
SPS-6,Foundational claim,0.12212875651200783,0.07417369195569568,0.047955064556312155
SPS-6,Evaluative criterion,0.24966099184247936,0.20358129886011755,0.04607969298236181
SPS-6,Time horizon,0.3158589647690284,0.1512496551119209,0.16460930965710752
SPS-6,Adversity,0.20342886045927977,0.09643565481031602,0.10699320564896375
SPS-6,Measurement proxies,0.33803162571811884,0.3130549696760765,0.024976656042042356
SPS-6,Central tension,0.20136881749279334,0.15610971529647055,0.04525910219632279
ISEL-12,Foundational claim,0.13597203294969673,0.1138830593173562,0.022088973632340525
ISEL-12,Evaluative criterion,0.3049212148975272,0.25514430642588315,0.049776908471644066
ISEL-12,Time horizon,0.324222210516093,0.2061101200685681,0.11811209044752491
ISEL-12,Adversity,0.17002091871480052,0.13245391256674544,0.03756700614805508
ISEL-12,Measurement proxies,0.3602181856707788,0.3722217893573424,-0.012003603686563613
ISEL-12,Central tension,0.1945660011534025,0.1480765553365545,0.046489445816847996
DASS-12,Foundational claim,0.17062033172613755,0.1099521090967529,0.06066822262938465
DASS-12,Evaluative criterion,0.3083657095262292,0.19825014213171266,0.11011556739451656
DASS-12,Time horizon,0.37501017136180415,0.18098456489187187,0.19402560646993228
DASS-12,Adversity,0.2705490771379022,0.17833476808490534,0.09221430905299688
DASS-12,Measurement proxies,0.40681025083546873,0.2950922354343417,0.11171801540112702
DASS-12,Central tension,0.21857786105071209,0.19542950365703193,0.023148357393680152
BIEPS,Foundational claim,0.2963364835618487,0.3460256259998613,-0.04968914243801259
BIEPS,Evaluative criterion,0.43700104143548246,0.44956724298942263,-0.01256620155394017
BIEPS,Time horizon,0.38722921766199847,0.3689639585421636,0.018265259119834898
BIEPS,Adversity,0.28544754271280093,0.28630523503854477,-0.0008576923257438418
BIEPS,Measurement proxies,0.4523230906234543,0.5505772742988615,-0.09825418367540717
BIEPS,Central tension,0.29611278682784326,0.4101086874639963,-0.11399590063615306
BBC-SWB,Foundational claim,0.3731426674436793,0.32530807202357925,0.047834595420100046
BBC-SWB,Evaluative criterion,0.5745731364103411,0.4983687719942862,0.07620436441605494
BBC-SWB,Time horizon,0.5469689776704667,0.4419733036659792,0.1049956740044875
BBC-SWB,Adversity,0.30483739610426497,0.2623908210524758,0.04244657505178917
BBC-SWB,Measurement proxies,0.5574599473800359,0.5293886193149013,0.02807132806513457
BBC-SWB,Central tension,0.32670659098969446,0.2699800962282205,0.056726494761473956
ICECAP-A,Foundational claim,0.41217459893515296,0.41472162110089705,-0.002547022165744095
ICECAP-A,Evaluative criterion,0.5745301911522602,0.5719434728452067,0.0025867183070534816
ICECAP-A,Time horizon,0.5149450727575726,0.4790019756612933,0.0359430970962793
ICECAP-A,Adversity,0.3664395753005638,0.3619057414226783,0.004533833877885529
ICECAP-A,Measurement proxies,0.5641307145507836,0.6275718851810286,-0.06344117063024501
ICECAP-A,Central tension,0.3935303006250376,0.38637095842323954,0.007159342201798036
SPWB,Foundational claim,0.349584747843139,0.3580951874206819,-0.008510439577542939
SPWB,Evaluative criterion,0.49949572984330315,0.48041507023257424,0.01908065961072891
SPWB,Time horizon,0.46480806558139465,0.46288963562001506,0.0019184299613795863
SPWB,Adversity,0.2776884776896682,0.32258794957999726,-0.04489947189032906
SPWB,Measurement proxies,0.5199089789132353,0.6533536194780263,-0.133444640564791
SPWB,Central tension,0.33823335765797513,0.3490219510981796,-0.010788593440204441
MHC-LF,Foundational claim,0.37748179445822927,0.36219480311987096,0.015286991338358313
MHC-LF,Evaluative criterion,0.5372955104216175,0.4870004032588968,0.050295107162720676
MHC-LF,Time horizon,0.4788361376240118,0.5023572459815964,-0.023521108357584586
MHC-LF,Adversity,0.3076422936360095,0.3325339291660192,-0.024891635530009726
MHC-LF,Measurement proxies,0.5893681439660166,0.5860996059414978,0.0032685380245187634
MHC-LF,Central tension,0.32709183711501943,0.32547061229422825,0.0016212248207911895
Cantril-Ladder,Foundational claim,0.3620728030635053,0.30632473426560436,0.05574806879790095
Cantril-Ladder,Evaluative criterion,0.43454084714258834,0.35084241388533655,0.08369843325725179
Cantril-Ladder,Time horizon,0.44842768201976013,0.3453969103257295,0.10303077169403063
Cantril-Ladder,Adversity,0.23603696489898807,0.18916115939196243,0.046875805507025636
Cantril-Ladder,Measurement proxies,0.4344686163718485,0.42672996585844325,0.007738650513405276
Cantril-Ladder,Central tension,0.3240655496187659,0.26389407752581806,0.06017147209294782
FLCS,Foundational claim,0.3337117874127452,0.34821013400940926,-0.014498346596664047
FLCS,Evaluative criterion,0.4788370270138288,0.45287253330530985,0.025964493708518943
FLCS,Time horizon,0.47463195574435957,0.5238060508558507,-0.04917409511149118
FLCS,Adversity,0.2603147900482612,0.37423860919942586,-0.11392381915116467
FLCS,Measurement proxies,0.5102098852923933,0.6003727023716506,-0.09016281707925733
FLCS,Central tension,0.36728555201306823,0.32515816703834377,0.04212738497472446
PWB-S,Foundational claim,0.3039133292252968,0.30344594482229026,0.00046738440300653217
PWB-S,Evaluative criterion,0.4264871006851141,0.42566950905930223,0.0008175916258118532
PWB-S,Time horizon,0.42957782169675174,0.3713660093802036,0.05821181231654815
PWB-S,Adversity,0.27263227174507154,0.28316822469440595,-0.010535952949334404
PWB-S,Measurement proxies,0.5083644070205242,0.6224212500686903,-0.1140568430481661
PWB-S,Central tension,0.3144447856939525,0.33917045796622114,-0.02472567227226863
